president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joe Biden,All polls,12/12/2022,10/30/2022,11/2/2022,ABC News/The Washington Post,A+,1005,a,1.9862115,0,41,53,41.958891,52.705303,"","",https://abcnews.go.com/Politics/economic-discontent-fuels-gop-hopes-midterms-draw-close/story?id=92679694&mc_cid=9b9e5c0c66&mc_eid=UNIQID,81566,165079,11/6/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,10/31/2022,11/2/2022,Big Village,B,1006,a,.7433862,0,41.2,51.9,41.731929,53.438727,"","",https://big-village.com/public-opinion-polling/,81461,164775,11/2/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,10/26/2022,11/7/2022,African American Research Collaborative,"",12208,lv,1.262947,0,50,50,46.829393,51.438769,"","",https://www.unidosus.org/press-releases/poll-economy-abortion-immigration-climate-change-influenced-latino-voters/,81650,165393,11/11/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,10/30/2022,11/5/2022,Morning Consult,B,45000,a,.09721463,0,42,52,41.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81641,165370,11/10/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/1/2022,11/3/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.18715049,0,42,56,42.57915,51.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81516,164955,11/4/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/2/2022,11/2/2022,Redfield & Wilton Strategies,B/C,1500,rv,1.036058,0,39,46,40.957173,51.9384,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-2-november-2022/,81527,165003,11/4/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,10/31/2022,11/6/2022,Morning Consult,B,45000,a,.1026825,0,42,52,41.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81642,165371,11/10/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/2/2022,11/4/2022,Big Village,B,1009,a,.73862911,0,39.7,51.5,40.231929,53.038727,"","",https://big-village.com/public-opinion-polling/,81526,164973,11/4/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/3/2022,11/5/2022,Hart Research Associates/Public Opinion Strategies,B+,1000,rv,1.3132077,0,44,53,44.307041,52.813883,"","",https://www.nbcnews.com/meet-the-press/first-read/nbc-news-poll-democrats-catch-gop-enthusiasm-rcna55859,81567,165081,11/6/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/3/2022,11/4/2022,Morning Consult,B,2210,a,.03695398,0,44,52,43.313655,54.761871,"","",https://morningconsult.com/2022/11/08/gop-voters-midterm-election-trust-data/,81631,165328,11/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/1/2022,11/7/2022,Morning Consult,B,45000,a,.10749379,0,42,52,41.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81643,165372,11/10/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/2/2022,11/6/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.10939157,0,42,56,42.57915,51.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81593,165159,11/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/4/2022,11/6/2022,Trafalgar Group,A-,1099,lv,1.4935193,0,40.3,57.7,42.319466,54.945109,"","",https://www.thetrafalgargroup.org/news/nat-biden-approval-1107/,81622,165287,11/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/3/2022,11/6/2022,YouGov,B+,1500,a,.58219115,0,42,51,42.768467,52.071732,"","",https://docs.cdn.yougov.com/2fp36kbnpx/econtoplines.pdf,81591,165152,11/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/3/2022,11/7/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.3223047,0,42,57,42.57915,52.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81630,165327,11/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/4/2022,11/6/2022,Morning Consult,B,2210,a,.03838878,0,41,53,40.313655,55.761871,"","",https://morningconsult.com/2022/11/10/commanders-fans-dan-snyder-sell-team/,81645,165374,11/10/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/2/2022,11/7/2022,Morning Consult,B,3980,rv,.06913455,0,42,55,41.313655,57.761871,"","",https://morningconsult.com/2022/11/10/decreasing-gop-primary-support-trump-2024-survey/,81646,165455,11/15/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/4/2022,11/5/2022,Morning Consult,B,2005,rv,.03482783,0,42,55,41.313655,57.761871,"","",https://www.politico.com/news/2022/11/07/voters-blame-democrats-poor-economy-inflation-00065325,81597,165193,11/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/2/2022,11/8/2022,Morning Consult,B,45000,a,.11166744,0,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81644,165373,11/10/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/5/2022,11/7/2022,AtlasIntel,A,1013,a,1.8611622,0,36.2,53.3,37.982024,53.440783,"","",https://atlasintel.org/poll/usa-national-2022-11-07,81616,165252,11/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/3/2022,11/8/2022,YouGov,B+,3933,lv,1.5522051,0,44,56,44.768467,57.071732,"","",https://www.cbsnews.com/news/2022-midterms-election-influencers-voters-poll/,81750,165937,12/2/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/5/2022,11/7/2022,TIPP Insights,A+,1359,a,2.5130339,0,41,49,41.493644,53.437535,"","",https://www.investors.com/politics/biden-approval-rating-economy-weigh-on-democrats-midterm-election-hopes/,81580,165127,11/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/4/2022,11/7/2022,Change Research,B-,2015,lv,1.521008,0,45,55,44.694168,52.912258,"","",https://changeresearch.com/wp-content/uploads/2022/11/Public-Toplines-us_us_internal_2022_11.docx.pdf,81685,165541,11/17/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/3/2022,11/9/2022,Morning Consult,B,45000,a,.11594858,0,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81676,165532,11/17/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/4/2022,11/7/2022,Ipsos,B-,1004,a,.59110545,0,38.55,56.56,37.967959,57.149004,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81621,165277,11/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/4/2022,11/10/2022,Morning Consult,B,45000,a,.12007792,0,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81677,165533,11/17/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/6/2022,11/8/2022,GQR,B,1000,rv,1.3041494,0,43,54,40.954501,54.141717,"","",https://democracycorps.com/national-surveys/duh-its-the-economy-stupid/,81674,165528,11/16/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/6/2022,11/8/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.17464152,0,44,54,44.57915,49.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81633,165330,11/9/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/5/2022,11/11/2022,Morning Consult,B,45000,a,.12263253,0,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81678,165534,11/17/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/8/2022,11/8/2022,Public Opinion Strategies,A-,1600,lv,2.2390958,0,41,55,39.9725,54.27257,"","",https://pos.org/public-opinion-strategies-election-night-poll-take-away-points/,81637,165366,11/9/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/7/2022,11/9/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.17304269,0,44,54,44.57915,49.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81647,165376,11/10/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/8/2022,11/9/2022,Rasmussen Reports/Pulse Opinion Research,B,1767,lv,.60494782,.00454215,47,53,47.57915,48.733174,"","",https://www.rasmussenreports.com/public_content/politics/partner_surveys/midterms_2022_consensus_emerges_to_bring_immigration_under_control,81746,165932,12/2/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/6/2022,11/12/2022,Morning Consult,B,45000,a,.12483178,.00061217,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81679,165535,11/17/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/8/2022,11/10/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.17117935,.00128527,45,54,45.57915,49.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81651,165399,11/11/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/7/2022,11/13/2022,Morning Consult,B,45000,a,.12679754,.00126381,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81680,165536,11/17/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/9/2022,11/10/2022,Big Village,B,1006,a,.79653668,.01342282,41.4,51.9,41.931929,53.438727,"","",https://big-village.com/public-opinion-polling/,81649,165381,11/11/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/9/2022,11/11/2022,Zogby Analytics,B-,2004,v,1.5601525,.03355167,45.1,53.4,42.741375,54.956784,"","",https://zogbyanalytics.com/news/1182-the-zogby-poll-biden-has-a-slight-bounce-in-approval-rating,81721,165790,11/29/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/10/2022,11/12/2022,OnMessage,B/C,800,rv,1.0231834,.03300592,44,54,43.412484,53.915062,"","",https://senopportunity.org/wp-content/uploads/2022/11/2022-11-33-PUBLIC-DECK-National-SOF.pdf,81703,165704,11/22/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/10/2022,11/12/2022,Morning Consult,B,2210,a,.04417967,.00067249,46,50,45.313655,52.761871,"","",https://morningconsult.com/2022/11/15/gop-voters-increasingly-see-midterm-elections-as-free-and-fair/,81667,165428,11/15/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/8/2022,11/14/2022,Morning Consult,B,45000,a,.12851229,.00195618,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81681,165537,11/17/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/9/2022,11/13/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.10586344,.00233825,45,53,45.57915,48.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81653,165401,11/14/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/10/2022,11/13/2022,Morning Consult,B,2008,rv,.04077016,.00084077,43,55,42.313655,57.761871,"","",https://morningconsult.com/2022/11/15/gop-voters-increasingly-see-midterm-elections-as-free-and-fair/,81664,165427,11/15/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/10/2022,11/14/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.32228174,.00940018,44,54,44.57915,49.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81666,165471,11/15/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/9/2022,11/15/2022,Morning Consult,B,23663,a,.06863576,.00141542,43,51,42.313655,53.761871,*,T,https://morningconsult.com/form/global-leader-approval/,81682,165538,11/17/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/9/2022,11/14/2022,Morning Consult,B,2209,a,.04485123,.00092493,44,51,43.313655,53.761871,"","",https://morningconsult.com/2022/11/17/twitter-advertising-brands-elon-musk/,81683,165539,11/17/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/10/2022,11/14/2022,Morning Consult,B,1983,rv,.04026256,.0008303,43,54,42.313655,56.761871,"","",https://assets.morningconsult.com/wp-uploads/2022/11/16123024/2211089_crosstabs_POLITICO_RVs_v2_111622_SH.pdf,81665,165512,11/16/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/11/2022,11/13/2022,Léger,B/C,1007,a,.88935477,.03078291,42,55,41.408579,54.365601,"","",https://leger360.com/surveys/legers-north-american-tracker-november-15-2022/,81663,165426,11/15/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/10/2022,11/16/2022,Morning Consult,B,45000,a,.13242591,.00348087,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81708,165768,11/27/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/11/2022,11/17/2022,Morning Consult,B,45000,a,.13420992,.00431999,42,52,41.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81709,165769,11/27/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/13/2022,11/15/2022,YouGov,B+,1500,a,.86605631,.03299143,42.5,49.94,43.268467,51.011732,"","",https://today.yougov.com/topics/politics/articles-reports/2022/11/16/politics-elections-economist-yougov-poll-nov-2022,81670,165475,11/16/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/13/2022,11/15/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.18706262,.00795957,45,53,45.57915,48.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81669,165474,11/16/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/14/2022,11/16/2022,Marist College,A,1296,a,2.1002999,.147639,42,54,42.748324,54.149389,"","",https://maristpoll.marist.edu/polls/a-look-to-2024/,81689,165562,11/18/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/14/2022,11/16/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.1909402,.00937638,45,53,45.57915,48.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81684,165540,11/17/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/14/2022,11/15/2022,Ipsos,B-,1005,a,.68962111,.03179515,37.2,57.22,36.617959,57.809004,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81671,165501,11/16/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/12/2022,11/18/2022,Morning Consult,B,45000,a,.13588094,.00520919,42,52,41.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81710,165770,11/27/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/13/2022,11/19/2022,Morning Consult,B,45000,a,.13724375,.00614872,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81711,165771,11/27/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/15/2022,11/17/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.19602267,.01082346,46,53,46.57915,48.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81687,165545,11/18/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/17/2022,11/17/2022,Redfield & Wilton Strategies,B/C,1500,rv,1.0040001,.07572436,40,46,41.957173,51.9384,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-17-november-2022/,81688,165546,11/18/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/16/2022,11/17/2022,Morning Consult,B,2215,a,.0475434,.00246017,44,52,43.313655,54.761871,"","",https://morningconsult.com/2022/11/28/holiday-marketing-timing-november/,81716,165778,11/28/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/14/2022,11/20/2022,Morning Consult,B,45000,a,.13798471,.00714014,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81712,165772,11/27/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/16/2022,11/18/2022,Big Village,B,1008,a,.9159343,.06586004,40.4,50.9,40.931929,52.438727,"","",https://big-village.com/public-opinion-polling/,81766,165990,12/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/16/2022,11/17/2022,Harris Poll,B+,2212,rv,2.2060773,.21349135,43,54,42.024316,54.140842,"","",https://harvardharrispoll.com/wp-content/uploads/2022/11/HHP_Nov2022_KeyResults.pdf,81690,165573,11/18/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/16/2022,11/20/2022,Quinnipiac University,A-,1589,a,2.0247329,.19381966,36,54,39.767641,53.548074,"","",https://poll.qu.edu/poll-release?releaseid=3862,81701,165630,11/22/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/16/2022,11/20/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12421052,.00831313,45,54,45.57915,49.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81691,165590,11/21/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/15/2022,11/21/2022,Morning Consult,B,45000,a,.1390228,.00818836,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81713,165773,11/27/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/17/2022,11/19/2022,Echelon Insights,B/C,1036,rv,1.2118736,.12182021,43,55,41.244392,54.969539,"","",https://echeloninsights.com/in-the-news/november-omnibus/,81702,165632,11/22/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/17/2022,11/19/2022,Morning Consult,B,2210,a,.04779295,.00281498,45,51,44.313655,53.761871,"","",https://morningconsult.com/2022/11/22/gop-election-confidence-trust-post-midterms/,81696,165608,11/22/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/15/2022,11/22/2022,Marquette University Law School,A/B,1004,a,1.9167063,.25713111,45,55,43.366156,54.048861,"","",https://law.marquette.edu/poll/wp-content/uploads/2022/12/MLSPSC11PressRelease_NationalIssues.pdf,81725,165850,12/1/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/17/2022,11/21/2022,Navigator Research,B/C,999,rv,1.0473322,.13664355,44,55,42.839265,54.280916,"","",https://navigatorresearch.org/a-majority-of-americans-feel-uneasy-about-the-state-of-american-democracy/,81755,165944,12/5/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/17/2022,11/21/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.38087556,.03286403,44,54,44.57915,49.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81700,165629,11/22/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/18/2022,11/20/2022,Morning Consult,B,2018,rv,.04413661,.00350539,42,56,41.313655,58.761871,"","",https://www.politico.com/f/?id=00000184-a2ea-d1d1-ad8d-affbe2e40000,81705,165709,11/23/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/16/2022,11/22/2022,Morning Consult,B,45000,a,.14060225,.01116683,41,52,40.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81714,165774,11/27/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/18/2022,11/19/2022,Emerson College,A-,1380,rv,2.0302936,.27236914,38.7,52.3,39.051813,53.670071,"","",https://emersoncollegepolling.com/national-poll-bidens-approval-remains-underwater-as-majority-of-gop-voters-support-trump-as-republican-nominee-for-2024/,81694,165607,11/22/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/17/2022,11/20/2022,American Research Group,C+,1100,a,1.107823,.14861732,41,54,40.301163,54.861198,"","",https://americanresearchgroup.com/,81692,165591,11/21/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/17/2022,11/23/2022,Morning Consult,B,45000,a,.14267286,.01423921,41,51,40.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81727,165839,12/1/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/18/2022,11/22/2022,The Bullfinch Group,"",1200,a,1.071708,.17230739,44,53,42.668191,54.08831,"","",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q4-nationwide-survey-1,81704,165705,11/22/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/18/2022,11/21/2022,Morning Consult,B,1994,rv,.04425395,.00441669,42,56,41.313655,58.761871,"","",https://morningconsult.com/2022/11/22/gop-election-confidence-trust-post-midterms/,81697,165609,11/22/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/9/2022,12/2/2022,Gallup,B+,1020,a,1.5505614,.29058141,40,55,39.92659,54.043474,"","",https://news.gallup.com/poll/406421/biden-congress-job-ratings-unchanged-midterm-elections.aspx,81794,166125,12/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/19/2022,11/22/2022,YouGov,B+,1500,a,1.0194482,.12808339,43,47,43.768467,48.071732,"","",https://docs.cdn.yougov.com/5wsputvmjl/econtoplines.pdf,81706,165746,11/23/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/20/2022,11/22/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.22106822,.02749493,44,54,44.57915,49.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81707,165767,11/23/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/18/2022,11/24/2022,Morning Consult,B,45000,a,.1452406,.01742413,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81728,165840,12/1/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/21/2022,11/22/2022,Ipsos,B-,1002,a,.69901866,.11948268,37,57,36.417959,57.589004,"","",https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-11232022,81715,165775,11/27/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/19/2022,11/25/2022,Morning Consult,B,45000,a,.14794396,.02073051,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81729,165841,12/1/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/20/2022,11/26/2022,Morning Consult,B,45000,a,.14705457,.02415983,41,52,40.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81730,165842,12/1/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/21/2022,11/27/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.09720949,.01813314,45,54,45.57915,49.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81718,165780,11/28/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/21/2022,11/27/2022,Morning Consult,B,45000,a,.14651115,.02773254,41,52,40.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81731,165843,12/1/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/22/2022,11/28/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.48544975,.10176566,44,55,44.57915,50.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81722,165789,11/29/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/22/2022,11/28/2022,Morning Consult,B,45000,a,.14668822,.03146287,41,52,40.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81732,165844,12/1/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/25/2022,11/27/2022,Léger,B/C,1003,a,.96909358,.2831393,45,53,44.408579,52.365601,"","",https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-december-6-2022/,81767,165991,12/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/23/2022,11/29/2022,Morning Consult,B,45000,a,.1474898,.03535449,41,51,40.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81733,165845,12/1/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/24/2022,11/30/2022,Morning Consult,B,45000,a,.14888631,.03944167,41,51,40.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81785,166116,12/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/26/2022,11/30/2022,Hart Research Associates/Public Opinion Strategies,B+,801,a,1.2194359,.44650176,41,54,41.307041,53.813883,"","",https://www.cnbc.com/2022/12/09/majority-of-americans-dont-want-biden-or-trump-to-run-again-in-2024-cnbc-survey-shows.html,81800,166176,12/9/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/26/2022,11/29/2022,YouGov,B+,1500,a,1.01853,.31895,39.37,50.38,40.138467,51.451732,"","",https://today.yougov.com/topics/politics/articles-reports/2022/11/30/politics-economist-yougov-poll-november-26-29-2022,81724,165800,11/30/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/27/2022,11/29/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.22991901,.06488683,44,55,44.57915,50.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81726,165838,11/30/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/25/2022,12/1/2022,Morning Consult,B,45000,a,.15088825,.04373172,41,52,40.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81786,166117,12/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/26/2022,12/2/2022,Morning Consult,B,45000,a,.15343598,.05482198,41,52,40.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81787,166118,12/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/28/2022,11/30/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.22926317,.08110223,43,56,43.57915,51.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81737,165913,12/1/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/28/2022,11/29/2022,Ipsos,B-,1005,a,.73508213,.28109703,40.4,54.79,39.817959,55.379004,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81723,165791,11/29/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/29/2022,12/1/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.23032496,.0973933,44,55,44.57915,50.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81742,165926,12/2/2022,10:46:46 12 Dec 2022
