Year,State,PartyColor,ElectoralVote,Winner
1940,Idaho,Democrat,4,Franklin D. Roosevelt
1940,Illinois,Democrat,29,Franklin D. Roosevelt
1940,Indiana,Republican,14,Wendell L. Willkie
1940,Iowa,Republican,11,Wendell L. Willkie
1940,Kansas,Republican,9,Wendell L. Willkie
1940,Kentucky,Democrat,11,Franklin D. Roosevelt
1940,Louisiana,Democrat,10,Franklin D. Roosevelt
1940,Maine,Republican,5,Wendell L. Willkie
1940,Maryland,Democrat,8,Franklin D. Roosevelt
1940,Massachusetts,Democrat,17,Franklin D. Roosevelt
1940,Michigan,Republican,19,Wendell L. Willkie
1940,Minnesota,Democrat,11,Franklin D. Roosevelt
1940,Mississippi,Democrat,9,Franklin D. Roosevelt
1940,Missouri,Democrat,15,Franklin D. Roosevelt
1940,Montana,Democrat,4,Franklin D. Roosevelt
1940,Nebraska,Republican,7,Wendell L. Willkie
1940,Nevada,Democrat,3,Franklin D. Roosevelt
1940,New Hampshire,Democrat,4,Franklin D. Roosevelt
1940,New Jersey,Democrat,16,Franklin D. Roosevelt
1940,New Mexico,Democrat,3,Franklin D. Roosevelt
1940,New York,Democrat,47,Franklin D. Roosevelt
1940,North Carolina,Democrat,13,Franklin D. Roosevelt
1940,North Dakota,Republican,4,Wendell L. Willkie
1940,Ohio,Democrat,26,Franklin D. Roosevelt
1940,Oklahoma,Democrat,11,Franklin D. Roosevelt
1940,Oregon,Democrat,5,Franklin D. Roosevelt
1940,Pennsylvania,Democrat,36,Franklin D. Roosevelt
1940,Rhode Island,Democrat,4,Franklin D. Roosevelt
1940,South Carolina,Democrat,8,Franklin D. Roosevelt
1940,South Dakota,Republican,4,Wendell L. Willkie
1940,Tennessee,Democrat,11,Franklin D. Roosevelt
1940,Texas,Democrat,23,Franklin D. Roosevelt
1940,Utah,Democrat,4,Franklin D. Roosevelt
1940,Vermont,Republican,3,Wendell L. Willkie
1940,Virginia,Democrat,11,Franklin D. Roosevelt
1940,Washington,Democrat,8,Franklin D. Roosevelt
1940,West Virginia,Democrat,8,Franklin D. Roosevelt
1940,Wisconsin,Democrat,12,Franklin D. Roosevelt
1940,Wyoming,Democrat,3,Franklin D. Roosevelt
1940,"Washington, D.C.",Vacant State,0,
1936,Alabama,Democrat,11,Franklin D. Roosevelt
1936,Alaska,Vacant State,0,
1936,Arizona,Democrat,3,Franklin D. Roosevelt
1936,Arkansas,Democrat,9,Franklin D. Roosevelt
1936,California,Democrat,22,Franklin D. Roosevelt
1936,Colorado,Democrat,6,Franklin D. Roosevelt
1936,Connecticut,Democrat,8,Franklin D. Roosevelt
1936,Delaware,Democrat,3,Franklin D. Roosevelt
1936,Florida,Democrat,7,Franklin D. Roosevelt
1936,Georgia,Democrat,12,Franklin D. Roosevelt
1936,Hawaii,Vacant State,0,
1936,Idaho,Democrat,4,Franklin D. Roosevelt
1936,Illinois,Democrat,29,Franklin D. Roosevelt
1936,Indiana,Democrat,14,Franklin D. Roosevelt
1936,Iowa,Democrat,11,Franklin D. Roosevelt
1936,Kansas,Democrat,9,Franklin D. Roosevelt
1936,Kentucky,Democrat,11,Franklin D. Roosevelt
1936,Louisiana,Democrat,10,Franklin D. Roosevelt
1936,Maine,Republican,5,Alfred M. Landon
1936,Maryland,Democrat,8,Franklin D. Roosevelt
1936,Massachusetts,Democrat,17,Franklin D. Roosevelt
1936,Michigan,Democrat,19,Franklin D. Roosevelt
1936,Minnesota,Democrat,11,Franklin D. Roosevelt
1936,Mississippi,Democrat,9,Franklin D. Roosevelt
1936,Missouri,Democrat,15,Franklin D. Roosevelt
1936,Montana,Democrat,4,Franklin D. Roosevelt
1936,Nebraska,Democrat,7,Franklin D. Roosevelt
1936,Nevada,Democrat,3,Franklin D. Roosevelt
1936,New Hampshire,Democrat,4,Franklin D. Roosevelt
1936,New Jersey,Democrat,16,Franklin D. Roosevelt
1936,New Mexico,Democrat,3,Franklin D. Roosevelt
1936,New York,Democrat,47,Franklin D. Roosevelt
1936,North Carolina,Democrat,13,Franklin D. Roosevelt
1936,North Dakota,Democrat,4,Franklin D. Roosevelt
1936,Ohio,Democrat,26,Franklin D. Roosevelt
1936,Oklahoma,Democrat,11,Franklin D. Roosevelt
1936,Oregon,Democrat,5,Franklin D. Roosevelt
1936,Pennsylvania,Democrat,36,Franklin D. Roosevelt
1936,Rhode Island,Democrat,4,Franklin D. Roosevelt
1936,South Carolina,Democrat,8,Franklin D. Roosevelt
1936,South Dakota,Democrat,4,Franklin D. Roosevelt
1936,Tennessee,Democrat,11,Franklin D. Roosevelt
1936,Texas,Democrat,23,Franklin D. Roosevelt
1936,Utah,Democrat,4,Franklin D. Roosevelt
1936,Vermont,Republican,3,Alfred M. Landon
1936,Virginia,Democrat,11,Franklin D. Roosevelt
1936,Washington,Democrat,8,Franklin D. Roosevelt
1936,West Virginia,Democrat,8,Franklin D. Roosevelt
1936,Wisconsin,Democrat,12,Franklin D. Roosevelt
1936,Wyoming,Democrat,3,Franklin D. Roosevelt
1936,"Washington, D.C.",Vacant State,0,
1932,Alabama,Democrat,9,Franklin D. Roosevelt
1932,Alaska,Vacant State,0,
1932,Arizona,Democrat,3,Franklin D. Roosevelt
1932,Arkansas,Democrat,9,Franklin D. Roosevelt
1932,California,Democrat,22,Franklin D. Roosevelt
1932,Colorado,Democrat,6,Franklin D. Roosevelt
1932,Connecticut,Republican,8,Herbert C. Hoover
1932,Delaware,Republican,3,Herbert C. Hoover
1932,Florida,Democrat,7,Franklin D. Roosevelt
1932,Georgia,Democrat,12,Franklin D. Roosevelt
1932,Hawaii,Vacant State,0,
1932,Idaho,Democrat,4,Franklin D. Roosevelt
1932,Illinois,Democrat,29,Franklin D. Roosevelt
1932,Indiana,Democrat,14,Franklin D. Roosevelt
1932,Iowa,Democrat,11,Franklin D. Roosevelt
1932,Kansas,Democrat,9,Franklin D. Roosevelt
1932,Kentucky,Democrat,11,Franklin D. Roosevelt
1932,Louisiana,Democrat,10,Franklin D. Roosevelt
1932,Maine,Republican,5,Herbert C. Hoover
1932,Maryland,Democrat,8,Franklin D. Roosevelt
1932,Massachusetts,Democrat,17,Franklin D. Roosevelt
1932,Michigan,Democrat,19,Franklin D. Roosevelt
1932,Minnesota,Democrat,11,Franklin D. Roosevelt
1932,Mississippi,Democrat,9,Franklin D. Roosevelt
1932,Missouri,Democrat,15,Franklin D. Roosevelt
1932,Montana,Democrat,4,Franklin D. Roosevelt
1932,Nebraska,Democrat,7,Franklin D. Roosevelt
1932,Nevada,Democrat,3,Franklin D. Roosevelt
1932,New Hampshire,Republican,4,Herbert C. Hoover
1932,New Jersey,Democrat,16,Franklin D. Roosevelt
1932,New Mexico,Democrat,3,Franklin D. Roosevelt
1932,New York,Democrat,47,Franklin D. Roosevelt
1932,North Carolina,Democrat,13,Franklin D. Roosevelt
1932,North Dakota,Democrat,4,Franklin D. Roosevelt
1932,Ohio,Democrat,26,Franklin D. Roosevelt
1932,Oklahoma,Democrat,11,Franklin D. Roosevelt
1932,Oregon,Democrat,5,Franklin D. Roosevelt
1932,Pennsylvania,Republican,36,Herbert C. Hoover
1932,Rhode Island,Democrat,4,Franklin D. Roosevelt
1932,South Carolina,Democrat,8,Franklin D. Roosevelt
1932,South Dakota,Democrat,4,Franklin D. Roosevelt
1932,Tennessee,Democrat,11,Franklin D. Roosevelt
1932,Texas,Democrat,23,Franklin D. Roosevelt
1932,Utah,Democrat,4,Franklin D. Roosevelt
1932,Vermont,Republican,3,Herbert C. Hoover
1932,Virginia,Democrat,11,Franklin D. Roosevelt
1932,Washington,Democrat,8,Franklin D. Roosevelt
1932,West Virginia,Democrat,8,Franklin D. Roosevelt
1932,Wisconsin,Democrat,12,Franklin D. Roosevelt
1932,Wyoming,Democrat,3,Franklin D. Roosevelt
1932,"Washington, D.C.",Vacant State,0,
1928,Alabama,Democrat,12,Alfred E. Smith
1928,Alaska,Vacant State,0,
1928,Arizona,Republican,9,Herbert C. Hoover
1928,Arkansas,Democrat,9,Alfred E. Smith
1928,California,Republican,13,Herbert C. Hoover
1928,Colorado,Republican,6,Herbert C. Hoover
1928,Connecticut,Republican,7,Herbert C. Hoover
1928,Delaware,Republican,3,Herbert C. Hoover
1928,Florida,Republican,6,Herbert C. Hoover
1928,Georgia,Democrat,14,Alfred E. Smith
1928,Hawaii,Vacant State,0,
1928,Idaho,Republican,4,Herbert C. Hoover
1928,Illinois,Republican,29,Herbert C. Hoover
1928,Indiana,Republican,15,Herbert C. Hoover
1928,Iowa,Republican,13,Herbert C. Hoover
1928,Kansas,Republican,10,Herbert C. Hoover
1928,Kentucky,Republican,13,Herbert C. Hoover
1928,Louisiana,Democrat,10,Alfred E. Smith
1928,Maine,Republican,6,Herbert C. Hoover
1928,Maryland,Republican,8,Herbert C. Hoover
1928,Massachusetts,Democrat,18,Alfred E. Smith
1928,Michigan,Republican,15,Herbert C. Hoover
1928,Minnesota,Republican,12,Herbert C. Hoover
1928,Mississippi,Democrat,10,Alfred E. Smith
1928,Missouri,Republican,18,Herbert C. Hoover
1928,Montana,Republican,4,Herbert C. Hoover
1928,Nebraska,Republican,8,Herbert C. Hoover
1928,Nevada,Republican,3,Herbert C. Hoover
1928,New Hampshire,Republican,4,Herbert C. Hoover
1928,New Jersey,Republican,14,Herbert C. Hoover
1928,New Mexico,Republican,3,Herbert C. Hoover
1928,New York,Republican,45,Herbert C. Hoover
1928,North Carolina,Republican,12,Herbert C. Hoover
1928,North Dakota,Republican,5,Herbert C. Hoover
1928,Ohio,Republican,24,Herbert C. Hoover
1928,Oklahoma,Republican,10,Herbert C. Hoover
1928,Oregon,Republican,5,Herbert C. Hoover
1928,Pennsylvania,Republican,38,Herbert C. Hoover
1928,Rhode Island,Democrat,5,Alfred E. Smith
1928,South Carolina,Democrat,9,Alfred E. Smith
1928,South Dakota,Republican,5,Herbert C. Hoover
1928,Tennessee,Republican,12,Herbert C. Hoover
1928,Texas,Republican,20,Herbert C. Hoover
1928,Utah,Republican,4,Herbert C. Hoover
1928,Vermont,Republican,4,Herbert C. Hoover
1928,Virginia,Republican,12,Herbert C. Hoover
1928,Washington,Republican,7,Herbert C. Hoover
1928,West Virginia,Republican,8,Herbert C. Hoover
1928,Wisconsin,Republican,13,Herbert C. Hoover
1928,Wyoming,Republican,3,Herbert C. Hoover
1928,"Washington, D.C.",Vacant State,0,
1924,Alabama,Democrat,12,John W. Davis
1924,Alaska,Vacant State,0,
1924,Arizona,Republican,3,Calvin Coolidge
1924,Arkansas,Democrat,9,John W. Davis
1924,California,Republican,13,Calvin Coolidge
1924,Colorado,Republican,6,Calvin Coolidge
1924,Connecticut,Republican,7,Calvin Coolidge
1924,Delaware,Republican,3,Calvin Coolidge
1924,Florida,Democrat,6,Calvin Coolidge
1924,Georgia,Democrat,14,John W. Davis
1924,Hawaii,Vacant State,0,
1924,Idaho,Republican,4,Calvin Coolidge
1924,Illinois,Republican,29,Calvin Coolidge
1924,Indiana,Republican,15,Calvin Coolidge
1924,Iowa,Republican,13,Calvin Coolidge
1924,Kansas,Republican,10,Calvin Coolidge
1924,Kentucky,Republican,13,Calvin Coolidge
1924,Louisiana,Democrat,10,John W. Davis
1924,Maine,Republican,6,Calvin Coolidge
1924,Maryland,Republican,8,Calvin Coolidge
1924,Massachusetts,Republican,18,Calvin Coolidge
1924,Michigan,Republican,15,Calvin Coolidge
1924,Minnesota,Republican,12,Calvin Coolidge
1924,Mississippi,Democrat,10,John W. Davis
1924,Missouri,Republican,18,Calvin Coolidge
1924,Montana,Republican,4,Calvin Coolidge
1924,Nebraska,Republican,8,Calvin Coolidge
1924,Nevada,Republican,3,Calvin Coolidge
1924,New Hampshire,Republican,4,Calvin Coolidge
1924,New Jersey,Republican,14,Calvin Coolidge
1924,New Mexico,Republican,3,Calvin Coolidge
1924,New York,Republican,45,Calvin Coolidge
1924,North Carolina,Democrat,12,John W. Davis
1924,North Dakota,Republican,5,Calvin Coolidge
1924,Ohio,Republican,24,Calvin Coolidge
1924,Oklahoma,Democrat,10,John W. Davis
1924,Oregon,Republican,5,Calvin Coolidge
1924,Pennsylvania,Republican,38,Calvin Coolidge
1924,Rhode Island,Republican,5,John W. Davis
1924,South Carolina,Democrat,9,John W. Davis
1924,South Dakota,Republican,5,Calvin Coolidge
1924,Tennessee,Democrat,12,John W. Davis
1924,Texas,Democrat,20,John W. Davis
1924,Utah,Republican,4,Calvin Coolidge
1924,Vermont,Republican,4,Calvin Coolidge
1924,Virginia,Democrat,12,John W. Davis
1924,Washington,Republican,7,Calvin Coolidge
1924,West Virginia,Republican,8,Calvin Coolidge
1924,Wisconsin,Progressive,13,Robert M. LaFollette
1924,Wyoming,Republican,3,Calvin Coolidge
1924,"Washington, D.C.",Vacant State,0,
1920,Alabama,Democrat,12,James M. Cox
1920,Alaska,Vacant State,0,
1920,Arizona,Republican,3,Warren G. Harding
1920,Arkansas,Democrat,9,James M. Cox
1920,California,Republican,13,Warren G. Harding
1920,Colorado,Republican,6,Warren G. Harding
1920,Connecticut,Republican,7,Warren G. Harding
1920,Delaware,Republican,3,Warren G. Harding
1920,Florida,Democrat,6,Warren G. Harding
1920,Georgia,Democrat,14,James M. Cox
1920,Hawaii,Vacant State,0,
1920,Idaho,Republican,4,Warren G. Harding
1920,Illinois,Republican,29,Warren G. Harding
1920,Indiana,Republican,15,Warren G. Harding
1920,Iowa,Republican,13,Warren G. Harding
1920,Kansas,Republican,10,Warren G. Harding
1920,Kentucky,Democrat,13,James M. Cox
1920,Louisiana,Democrat,10,James M. Cox
1920,Maine,Republican,6,Warren G. Harding
1920,Maryland,Republican,8,Warren G. Harding
1920,Massachusetts,Republican,18,Warren G. Harding
1920,Michigan,Republican,15,Warren G. Harding
1920,Minnesota,Republican,12,Warren G. Harding
1920,Mississippi,Democrat,10,James M. Cox
1920,Missouri,Republican,18,Warren G. Harding
1920,Montana,Republican,4,Warren G. Harding
1920,Nebraska,Republican,8,Warren G. Harding
1920,Nevada,Republican,3,Warren G. Harding
1920,New Hampshire,Republican,4,Warren G. Harding
1920,New Jersey,Republican,14,Warren G. Harding
1920,New Mexico,Republican,3,Warren G. Harding
1920,New York,Republican,45,Warren G. Harding
1920,North Carolina,Democrat,12,James M. Cox
1920,North Dakota,Republican,5,Warren G. Harding
1920,Ohio,Republican,24,Warren G. Harding
1920,Oklahoma,Republican,10,Warren G. Harding
1920,Oregon,Republican,5,Warren G. Harding
1920,Pennsylvania,Republican,38,Warren G. Harding
1920,Rhode Island,Republican,4,James M. Cox
1920,South Carolina,Democrat,9,James M. Cox
1920,South Dakota,Republican,5,Warren G. Harding
1920,Tennessee,Republican,12,Warren G. Harding
1920,Texas,Democrat,20,James M. Cox
1920,Utah,Republican,4,Warren G. Harding
1920,Vermont,Republican,4,Warren G. Harding
1920,Virginia,Democrat,12,James M. Cox
1920,Washington,Republican,7,Warren G. Harding
1920,West Virginia,Republican,8,Warren G. Harding
1920,Wisconsin,Republican,13,Warren G. Harding
1920,Wyoming,Republican,3,Warren G. Harding
1920,"Washington, D.C.",Vacant State,0,
1916,Alabama,Democrat,12,Woodrow Wilson
1916,Alaska,Vacant State,0,
1916,Arizona,Democrat,3,Woodrow Wilson
1916,Arkansas,Democrat,9,Woodrow Wilson
1916,California,Democrat,13,Woodrow Wilson
1916,Colorado,Democrat,6,Woodrow Wilson
1916,Connecticut,Republican,7,Charles E. Hughes
1916,Delaware,Republican,3,Charles E. Hughes
1916,Florida,Democrat,6,Woodrow Wilson
1916,Georgia,Democrat,14,Woodrow Wilson
1916,Hawaii,Vacant State,0,
1916,Idaho,Democrat,4,Woodrow Wilson
1916,Illinois,Republican,29,Charles E. Hughes
1916,Indiana,Republican,15,Charles E. Hughes
1916,Iowa,Republican,13,Charles E. Hughes
1916,Kansas,Democrat,10,Woodrow Wilson
1916,Kentucky,Democrat,10,Woodrow Wilson
1916,Louisiana,Democrat,10,Woodrow Wilson
1916,Maine,Republican,6,Charles E. Hughes
1916,Maryland,Democrat,8,Woodrow Wilson
1916,Massachusetts,Republican,18,Charles E. Hughes
1916,Michigan,Republican,15,Charles E. Hughes
1916,Minnesota,Republican,12,Charles E. Hughes
1916,Mississippi,Democrat,10,Woodrow Wilson
1916,Missouri,Democrat,18,Woodrow Wilson
1916,Montana,Democrat,4,Woodrow Wilson
1916,Nebraska,Democrat,8,Woodrow Wilson
1916,Nevada,Democrat,3,Woodrow Wilson
1916,New Hampshire,Democrat,4,Woodrow Wilson
1916,New Jersey,Republican,14,Charles E. Hughes
1916,New Mexico,Democrat,3,Woodrow Wilson
1916,New York,Republican,45,Charles E. Hughes
1916,North Carolina,Democrat,12,Woodrow Wilson
1916,North Dakota,Democrat,5,Woodrow Wilson
1916,Ohio,Democrat,24,Woodrow Wilson
1916,Oklahoma,Democrat,10,Woodrow Wilson
1916,Oregon,Republican,5,Charles E. Hughes
1916,Pennsylvania,Republican,38,Charles E. Hughes
1916,Rhode Island,Republican,4,Charles E. Hughes
1916,South Carolina,Democrat,9,Woodrow Wilson
1916,South Dakota,Republican,5,Charles E. Hughes
1916,Tennessee,Democrat,12,Woodrow Wilson
1916,Texas,Democrat,20,Woodrow Wilson
1916,Utah,Democrat,4,Woodrow Wilson
1916,Vermont,Republican,4,Charles E. Hughes
1916,Virginia,Democrat,12,Woodrow Wilson
1916,Washington,Democrat,7,Woodrow Wilson
1916,West Virginia,Republican,7,Charles E. Hughes
1916,West Virginia-2,Democrat,1,Woodrow Wilson
1916,Wisconsin,Republican,13,Charles E. Hughes
1916,Wyoming,Democrat,3,Woodrow Wilson
1916,"Washington, D.C.",Vacant State,0,
1912,Alabama,Democrat,12,Woodrow Wilson
1912,Alaska,Vacant State,0,
1912,Arizona,Democrat,3,Woodrow Wilson
1912,Arkansas,Democrat,9,Woodrow Wilson
1912,California,Progressive,11,Theodore Roosevelt
1912,California-2,Democrat,2,Woodrow Wilson
1912,Colorado,Democrat,6,Woodrow Wilson
1912,Connecticut,Democrat,7,Woodrow Wilson
1912,Delaware,Democrat,3,Woodrow Wilson
1912,Florida,Democrat,6,Woodrow Wilson
1912,Georgia,Democrat,14,Woodrow Wilson
1912,Hawaii,Vacant State,0,
1912,Idaho,Democrat,4,Woodrow Wilson
1912,Illinois,Democrat,29,Woodrow Wilson
1912,Indiana,Democrat,15,Woodrow Wilson
1912,Iowa,Democrat,13,Woodrow Wilson
1912,Kansas,Democrat,10,Woodrow Wilson
1912,Kentucky,Democrat,13,Woodrow Wilson
1912,Louisiana,Democrat,10,Woodrow Wilson
1912,Maine,Democrat,6,Woodrow Wilson
1912,Maryland,Democrat,8,Woodrow Wilson
1912,Massachusetts,Democrat,18,Woodrow Wilson
1912,Michigan,Progressive,15,Theodore Roosevelt
1912,Minnesota,Progressive,12,Theodore Roosevelt
1912,Mississippi,Democrat,10,Woodrow Wilson
1912,Missouri,Democrat,18,Woodrow Wilson
1912,Montana,Democrat,4,Woodrow Wilson
1912,Nebraska,Democrat,8,Woodrow Wilson
1912,Nevada,Democrat,3,Woodrow Wilson
1912,New Hampshire,Democrat,4,Woodrow Wilson
1912,New Jersey,Democrat,14,Woodrow Wilson
1912,New Mexico,Democrat,3,Woodrow Wilson
1912,New York,Democrat,45,Woodrow Wilson
1912,North Carolina,Democrat,12,Woodrow Wilson
1912,North Dakota,Democrat,5,Woodrow Wilson
1912,Ohio,Democrat,24,Woodrow Wilson
1912,Oklahoma,Democrat,10,Woodrow Wilson
1912,Oregon,Democrat,5,Woodrow Wilson
1912,Pennsylvania,Progressive,38,Theodore Roosevelt
1912,Rhode Island,Democrat,4,Woodrow Wilson
1912,South Carolina,Democrat,9,Woodrow Wilson
1912,South Dakota,Progressive,5,Theodore Roosevelt
1912,Tennessee,Democrat,12,Woodrow Wilson
1912,Texas,Democrat,20,Woodrow Wilson
1912,Utah,Republican,4,William H. Taft
1912,Vermont,Republican,4,William H. Taft
1912,Virginia,Democrat,12,Woodrow Wilson
1912,Washington,Progressive,7,Theodore Roosevelt
1912,West Virginia,Democrat,8,Woodrow Wilson
1912,Wisconsin,Democrat,13,Woodrow Wilson
1912,Wyoming,Democrat,3,Woodrow Wilson
1912,"Washington, D.C.",Vacant State,0,
1908,Alabama,Democrat,11,William J. Bryan
1908,Alaska,Vacant State,0,
1908,Arizona,Vacant State,0,
1908,Arkansas,Democrat,9,William J. Bryan
1908,California,Republican,10,William H. Taft
1908,Colorado,Democrat,5,William J. Bryan
1908,Connecticut,Republican,7,William H. Taft
1908,Delaware,Republican,3,William H. Taft
1908,Florida,Democrat,5,William J. Bryan
1908,Georgia,Democrat,13,William J. Bryan
1908,Hawaii,Vacant State,0,
1908,Idaho,Republican,3,William H. Taft
1908,Illinois,Republican,27,William H. Taft
1908,Indiana,Republican,15,William H. Taft
1908,Iowa,Republican,13,William H. Taft
1908,Kansas,Republican,10,William H. Taft
1908,Kentucky,Democrat,13,William J. Bryan
1908,Louisiana,Democrat,9,William J. Bryan
1908,Maine,Republican,6,William H. Taft
1908,Maryland,Democrat,6,William J. Bryan
1908,Maryland-2,Republican,2,William H. Taft
1908,Massachusetts,Republican,16,William H. Taft
1908,Michigan,Republican,14,William H. Taft
1908,Minnesota,Republican,11,William H. Taft
1908,Mississippi,Democrat,10,William J. Bryan
1908,Missouri,Republican,18,William H. Taft
1908,Montana,Republican,3,William H. Taft
1908,Nebraska,Democrat,8,William J. Bryan
1908,Nevada,Democrat,6,William J. Bryan
1908,New Hampshire,Republican,4,William H. Taft
1908,New Jersey,Republican,12,William H. Taft
1908,New Mexico,Vacant State,0,
1908,New York,Republican,39,William J. Bryan
1908,North Carolina,Democrat,12,William J. Bryan
1908,North Dakota,Republican,4,William H. Taft
1908,Ohio,Republican,23,William H. Taft
1908,Oklahoma,Democrat,7,William J. Bryan
1908,Oregon,Republican,4,William H. Taftn
1908,Pennsylvania,Republican,34,William H. Taft
1908,Rhode Island,Republican,4,William H. Taft
1908,South Carolina,Democrat,9,William J. Bryan
1908,South Dakota,Republican,4,William H. Taft
1908,Tennessee,Democrat,12,William J. Bryan
1908,Texas,Democrat,18,William J. Bryan
1908,Utah,Republican,3,William H. Taft
1908,Vermont,Republican,4,William H. Taft
1908,Virginia,Democrat,12,William J. Bryan
1908,Washington,Republican,5,William H. Taft
1908,West Virginia,Republican,7,William H. Taft
1908,Wisconsin,Republican,13,William H. Taft
1908,Wyoming,Republican,3,William H. Taft
1908,"Washington, D.C.",Vacant State,0,
1904,Alabama,Democrat,11,Alton B. Parker
1904,Alaska,Vacant State,0,
1904,Arizona,Vacant State,0,
1904,Arkansas,Democrat,9,Alton B. Parker
1904,California,Republican,10,Theodore Roosevelt
1904,Colorado,Republican,5,Theodore Roosevelt
1904,Connecticut,Republican,7,Theodore Roosevelt
1904,Delaware,Republican,3,Theodore Roosevelt
1904,Florida,Democrat,5,Alton B. Parker
1904,Georgia,Democrat,13,Alton B. Parker
1904,Hawaii,Vacant State,0,
1904,Idaho,Republican,4,Theodore Roosevelt
1904,Illinois,Republican,27,Theodore Roosevelt
1904,Indiana,Republican,15,Theodore Roosevelt
1904,Iowa,Republican,13,Theodore Roosevelt
1904,Kansas,Republican,10,Theodore Roosevelt
1904,Kentucky,Democrat,13,Alton B. Parker
1904,Louisiana,Democrat,9,Alton B. Parker
1904,Maine,Republican,6,Theodore Roosevelt
1904,Maryland,Democrat,7,Alton B. Parker
1904,Maryland-2,Republican,1,Theodore Roosevelt
1904,Massachusetts,Republican,16,Theodore Roosevelt
1904,Michigan,Republican,14,Theodore Roosevelt
1904,Minnesota,Republican,11,Theodore Roosevelt
1904,Mississippi,Democrat,10,Alton B. Parker
1904,Missouri,Republican,18,Theodore Roosevelt
1904,Montana,Republican,3,Theodore Roosevelt
1904,Nebraska,Republican,8,Theodore Roosevelt
1904,Nevada,Republican,3,Theodore Roosevelt
1904,New Hampshire,Republican,4,Theodore Roosevelt
1904,New Jersey,Republican,12,Theodore Roosevelt
1904,New Mexico,Vacant State,0,
1904,New York,Republican,39,Alton B. Parker
1904,North Carolina,Democrat,12,Alton B. Parker
1904,North Dakota,Republican,4,Theodore Roosevelt
1904,Ohio,Republican,23,Theodore Roosevelt
1904,Oklahoma,Vacant State,0,
1904,Oregon,Republican,4,Theodore Rooseveltn
1904,Pennsylvania,Republican,34,Theodore Roosevelt
1904,Rhode Island,Republican,4,Theodore Roosevelt
1904,South Carolina,Democrat,9,Alton B. Parker
1904,South Dakota,Republican,4,Theodore Roosevelt
1904,Tennessee,Democrat,12,Alton B. Parker
1904,Texas,Democrat,18,Alton B. Parker
1904,Utah,Republican,3,Theodore Roosevelt
1904,Vermont,Republican,4,Theodore Roosevelt
1904,Virginia,Democrat,12,Alton B. Parker
1904,Washington,Republican,5,Theodore Roosevelt
1904,West Virginia,Republican,7,Theodore Roosevelt
1904,Wisconsin,Republican,13,Theodore Roosevelt
1904,Wyoming,Republican,3,Theodore Roosevelt
1904,"Washington, D.C.",Vacant State,0,
1900,Alabama,Democrat,11,William J. Bryan
1900,Alaska,Vacant State,0,
1900,Arizona,Vacant State,0,
1900,Arkansas,Democrat,8,William J. Bryan
1900,California,Republican,9,William McKinley
1900,Colorado,Democrat,4,William J. Bryan
1900,Connecticut,Republican,6,William McKinley
1900,Delaware,Republican,3,William McKinley
1900,Florida,Democrat,4,William J. Bryan
1900,Georgia,Democrat,13,William J. Bryan
1900,Hawaii,Vacant State,0,
1900,Idaho,Democrat,3,William J. Bryan
1900,Illinois,Republican,24,William McKinley
1900,Indiana,Republican,15,William McKinley
1900,Iowa,Republican,13,William McKinley
1900,Kansas,Republican,10,William McKinley
1900,Kentucky,Democrat,13,William J. Bryan
1900,Louisiana,Democrat,8,William J. Bryan
1900,Maine,Republican,6,William McKinley
1900,Maryland,Republican,8,William McKinley
1900,Massachusetts,Republican,15,William McKinley
1900,Michigan,Republican,14,William McKinley
1900,Minnesota,Republican,9,William McKinley
1900,Mississippi,Democrat,9,William J. Bryan
1900,Missouri,Democrat,17,William J. Bryan
1900,Montana,Democrat,3,William J. Bryan
1900,Nebraska,Republican,8,William McKinley
1900,Nevada,Democrat,3,William J. Bryan
1900,New Hampshire,Republican,4,William McKinley
1900,New Jersey,Republican,10,William McKinley
1900,New Mexico,Vacant State,0,
1900,New York,Republican,36,William J. Bryan
1900,North Carolina,Democrat,11,William J. Bryan
1900,North Dakota,Republican,3,William McKinley
1900,Ohio,Republican,23,William McKinley
1900,Oklahoma,Vacant State,0,
1900,Oregon,Republican,4,William McKinleyn
1900,Pennsylvania,Republican,32,William McKinley
1900,Rhode Island,Republican,4,William McKinley
1900,South Carolina,Democrat,9,William J. Bryan
1900,South Dakota,Republican,4,William McKinley
1900,Tennessee,Democrat,12,William J. Bryan
1900,Texas,Democrat,15,William J. Bryan
1900,Utah,Republican,3,William McKinley
1900,Vermont,Republican,4,William McKinley
1900,Virginia,Democrat,12,William J. Bryan
1900,Washington,Republican,4,William McKinley
1900,West Virginia,Republican,6,William McKinley
1900,Wisconsin,Republican,12,William McKinley
1900,Wyoming,Republican,3,William McKinley
1900,"Washington, D.C.",Vacant State,0,
1896,Alabama,Democrat,11,William J. Bryan
1896,Alaska,Vacant State,0,
1896,Arizona,Vacant State,0,
1896,Arkansas,Democrat,8,William J. Bryan
1896,California,Republican,8,William McKinley
1896,California-2,Democrat,1,William J. Bryan
1896,Colorado,Democrat,4,William J. Bryan
1896,Connecticut,Republican,6,William McKinley
1896,Delaware,Republican,3,William McKinley
1896,Florida,Democrat,4,William J. Bryan
1896,Georgia,Democrat,13,William J. Bryan
1896,Hawaii,Vacant State,0,
1896,Idaho,Democrat,3,William J. Bryan
1896,Illinois,Republican,24,William McKinley
1896,Indiana,Republican,15,William McKinley
1896,Iowa,Republican,13,William McKinley
